origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
KWI,FRA,One way,Etihad,10:20,18:45,9.42,2,258,258,,Airbus A320 | Boeing 787,1,AUH (55m),Found on 2026-04-17
KWI,GVA,One way,Etihad,10:20,19:40,10.33,2,251,251,,Airbus A320 | Airbus A321neo,1,AUH (80m),Found on 2026-04-17
KWI,HAN,One way,Etihad,16:05,06:40,10.58,2,473,2842.5,,Airbus A320 | Boeing 787-10,1,AUH (135m),Found on 2026-04-17
KWI,HKG,One way,Etihad,16:05,09:00,11.92,2,688,688,,Airbus A320 | Boeing 787,1,AUH (140m),Found on 2026-04-17
KWI,HKT,One way,Etihad,04:10,18:20,10.17,4,345,345,,Airbus A320 | Boeing 787-10,1,AUH (100m),Found on 2026-04-17
KWI,HYD,One way,Etihad,10:20,19:40,6.83,3,166,166,,Airbus A320 | Airbus A321,1,AUH (75m),Found on 2026-04-17
KWI,IAD,One way,Etihad,22:15,09:45,18.5,1,654,654,,Airbus A320 | Boeing 787,1,AUH (135m),Found on 2026-04-17
KWI,ISB,One way,Etihad,10:20,18:25,6.08,3,144,144,,Airbus A320 | Airbus A321,1,AUH (70m),Found on 2026-04-17
KWI,IST,One way,Etihad,04:10,12:35,8.42,3,235,509,,Airbus A320 | Airbus A321,1,AUH (105m),Found on 2026-04-17
KWI,JAI,One way,Etihad,10:20,19:35,6.75,2,279,279,,Airbus A320,1,AUH (90m),Found on 2026-04-17
KWI,JED,One way,Etihad,16:05,03:55,11.83,5,133,237,,Airbus A320,1,AUH (435m),Found on 2026-04-17
KWI,JFK,One way,Etihad,04:10,16:00,18.83,2,654,654,,Airbus A320 | Boeing 787,1,AUH (165m),Found on 2026-04-17
KWI,JMK,One way,Etihad | SKY express,22:15,08:20,10.08,1,994,994,,Airbus A320 | ATR 42/72,2,AUH (70m) | ATH (80m),Found on 2026-04-17
KWI,JNB,One way,Etihad,22:15,08:15,11.0,2,440,2597.5,,Airbus A320 | Boeing 787,1,AUH (65m),Found on 2026-04-17
KWI,JTR,One way,Etihad | SKY express,04:10,14:55,10.75,2,499,747,,Airbus A320 | Airbus A321neo | ATR 42/72,2,AUH (85m) | ATH (85m),Found on 2026-04-17
KWI,KBV,One way,Etihad,16:05,06:30,10.42,6,276,4239.17,,Airbus A320 | Airbus A321neo,1,AUH (120m),Found on 2026-04-17
KWI,KHI,One way,Etihad,04:10,11:10,5.0,4,150,150,,Airbus A320,1,AUH (60m),Found on 2026-04-17
KWI,KIX,One way,Etihad,22:15,11:50,31.58,2,790,3472.5,,Airbus A320 | Boeing 787,1,AUH (1210m),Found on 2026-04-17
KWI,KNO,One way,Etihad,22:15,07:05,28.83,3,535,777,,Airbus A320 | Airbus A321neo,1,AUH (1195m),Found on 2026-04-17
KWI,KUL,One way,Etihad,04:10,19:45,10.58,3,245,245,,Airbus A320 | Boeing 787-10,1,AUH (90m),Found on 2026-04-17
KWI,LED,One way,Etihad,22:15,08:35,10.33,1,434,434,,Airbus A320 | Airbus A321neo,1,AUH (115m),Found on 2026-04-17
KWI,LHE,One way,Etihad,10:20,18:25,6.08,2,147,147,,Airbus A320,1,AUH (65m),Found on 2026-04-17
KWI,LIS,One way,Etihad,22:15,07:25,11.17,1,431,431,,Airbus A320 | Airbus A330,1,AUH (65m),Found on 2026-04-17
KWI,MAA,One way,Etihad | Akasa Air,04:10,15:05,8.42,6,163,220.17,,Airbus A320 | Boeing 737MAX 8 Passenger,1,AUH (120m),Found on 2026-04-17
KWI,MAD,One way,Etihad,10:20,19:40,10.33,2,277,277,,Airbus A320 | Boeing 787,1,AUH (60m),Found on 2026-04-17
KWI,MAN,One way,Etihad,10:20,18:35,10.25,2,258,258,,Airbus A320 | Boeing 787,1,AUH (55m),Found on 2026-04-17
KWI,MCT,One way,Etihad,16:05,03:15,10.17,5,124,252,,Airbus A320,1,AUH (430m),Found on 2026-04-17
KWI,MEL,One way,Etihad,16:05,15:50,16.75,2,701,701,,Airbus A320 | Boeing 787,1,AUH (110m),Found on 2026-04-17
KWI,MLE,One way,Etihad,04:10,13:45,7.58,3,264,264,,Airbus A320 | Boeing 787,1,AUH (95m),Found on 2026-04-17
KWI,MNL,One way,Etihad,22:15,11:05,31.83,3,255,389.67,,Airbus A320 | Airbus A330,1,AUH (1245m),Found on 2026-04-17
KWI,MXP,One way,Etihad,10:20,18:50,9.5,2,206,206,,Airbus A320 | Boeing 787,1,AUH (75m),Found on 2026-04-17
KWI,NBO,One way,Etihad,16:05,00:35,8.5,2,256,256,,Airbus A320,1,AUH (100m),Found on 2026-04-17
KWI,NCE,One way,Etihad | ITA,22:15,10:30,13.25,3,801,879.67,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (75m) | FCO (170m),Found on 2026-04-17
KWI,NRT,One way,Etihad,16:05,12:35,14.5,2,702,702,,Airbus A320 | Airbus A350,1,AUH (155m),Found on 2026-04-17
KWI,ORD,One way,Etihad,22:15,08:35,18.33,1,654,654,,Airbus A320 | Airbus A350,1,AUH (115m),Found on 2026-04-17
KWI,PEW,One way,Etihad,22:15,06:50,6.58,1,212,212,,Airbus A320,1,AUH (105m),Found on 2026-04-17
KWI,PKX,One way,Etihad,16:05,09:00,11.92,2,403,403,,Airbus A320 | Boeing 787,1,AUH (120m),Found on 2026-04-17
KWI,KTI,One way,Etihad,22:15,19:10,16.92,1,391,391,,Airbus A320 | Airbus A321neo,1,AUH (460m),Found on 2026-04-17
KWI,PRG,One way,Etihad,22:15,07:05,9.83,2,271,2914.5,,Airbus A320 | Boeing 787,1,AUH (110m),Found on 2026-04-17
KWI,PVG,One way,Etihad | China Eastern,16:05,12:55,15.83,2,478,496,,Airbus A320 | Airbus A330,1,AUH (270m),Found on 2026-04-17
KWI,RUH,One way,Etihad,04:10,08:40,4.5,5,130,295.6,,Airbus A320 | Boeing 787,1,AUH (60m),Found on 2026-04-17
KWI,SEZ,One way,Etihad | Air Seychelles,04:10,12:20,7.17,3,364,540.33,,Airbus A320 | Airbus A320neo,1,AUH (50m),Found on 2026-04-17
KWI,SIN,One way,Etihad,16:05,09:40,12.58,2,372,372,,Airbus A320 | Airbus A380,1,AUH (170m),Found on 2026-04-17
KWI,SVO,One way,Etihad,04:10,07:35,27.42,3,253,396,,Airbus A320 | Boeing 787-10,1,AUH (1195m),Found on 2026-04-17
KWI,SYD,One way,Etihad,16:05,16:50,17.75,2,513,513,,Airbus A320 | Airbus A350,1,AUH (135m),Found on 2026-04-17
KWI,TPE,One way,Etihad,16:05,10:00,12.92,2,1086,1086,,Airbus A320 | Boeing 787,1,AUH (150m),Found on 2026-04-17
KWI,TRV,One way,Etihad,16:05,02:50,8.25,6,193,716.5,,Airbus A320,1,AUH (125m),Found on 2026-04-17
KWI,TUN,One way,Etihad,22:15,06:25,10.17,1,281,281,,Airbus A320 | Airbus A321neo,1,AUH (115m),Found on 2026-04-17
KWI,VIE,One way,Etihad,22:15,06:40,9.42,1,248,248,,Airbus A320 | Boeing 777,1,AUH (100m),Found on 2026-04-17
KWI,WAW,One way,Etihad,22:15,07:00,33.75,1,5251,5251,,Airbus A320 | Boeing 787,1,AUH (1560m),Found on 2026-04-17
KWI,YYZ,One way,Etihad,22:15,08:55,17.67,1,680,680,,Airbus A320 | Airbus A380,1,AUH (90m),Found on 2026-04-17
KWI,ZRH,One way,Etihad,04:10,13:20,10.17,3,362,362,,Airbus A320 | Airbus A321neo,1,AUH (95m),Found on 2026-04-17
KWI,OTP,One way,Turkish Airlines,01:40,08:05,6.42,10,295,432.4,,Airbus A321neo | Airbus A350,1,IST (80m),Found on 2026-04-18 (Round 2)
KWI,ZNZ,One way,Etihad | Ethiopian,04:10,18:15,14.08,6,417,475.67,,Airbus A320 | Airbus A350,2,AUH (120m) | ADD (190m),Found on 2026-04-17
KWI,PMI,One way,Etihad | Air Europa,10:20,22:45,13.42,2,452,452,,Airbus A320 | Boeing 787 | Boeing 737,2,AUH (65m) | BCN (160m),Found on 2026-04-17
KWI,TLV,One way,Etihad,04:10,11:10,7.0,6,809,1498,,Airbus A320 | Airbus A321neo,1,AUH (110m),Found on 2026-04-17
KWI,SLL,One way,Etihad | Air Arabia,04:10,09:50,4.67,6,382,779.67,,Airbus A320,1,AUH (65m),Found on 2026-04-17
KWI,KRK,One way,Etihad | Lufthansa,10:20,23:30,14.17,3,442,468.67,,Airbus A320 | Boeing 787,2,AUH (75m) | MUC (210m),Found on 2026-04-17
KWI,YYC,One way,Etihad | WestJet,22:15,14:28,25.22,20,712,973.85,,Airbus A320 | Airbus A380 | Boeing 737MAX 8 Passenger,2,AUH (90m) | YYZ (185m),Found on 2026-04-18 (Round 2)
KWI,TAS,One way,Etihad | Air Arabia,22:15,13:20,13.08,1,1576,1576,,Airbus A320,1,AUH (470m),Found on 2026-04-17
KWI,KZN,One way,Etihad,22:15,12:35,38.33,1,5019,5019,,Airbus A320,1,AUH (1880m),Found on 2026-04-17
KWI,DAM,One way,Jazeera,07:10,09:20,2.17,7,302,597.43,,Airbus A320,0,Direct,Found on 2026-04-18 (Round 2)
KWI,KBL,One way,Etihad,10:20,18:15,6.42,2,401,401,,Airbus A320,1,AUH (100m),Found on 2026-04-17
KWI,LUX,One way,Qatar Airways | Luxair,21:05,12:15,16.17,11,364,712.27,,Boeing 777 | Airbus A350 | De Havilland-Bombardier Dash-8,2,DOH (265m) | FCO (120m),Found on 2026-04-18 (Round 2)
KZN,AUH,One way,Turkish Airlines,07:20,00:25,16.08,2,1011,3372,,Boeing 737 | Airbus A321neo,1,IST (360m),Found on 2026-04-18 (Round 2)
KZN,BAH,One way,Turkish Airlines,07:20,00:15,16.92,3,772,2983.33,,Boeing 737 | Airbus A321 (Sharklets),1,IST (450m),Found on 2026-04-18 (Round 2)
KZN,DMM,One way,Turkish Airlines,07:20,00:15,16.92,3,1217,1234.33,,Boeing 737 | Airbus A321neo,1,IST (450m),Found on 2026-04-18 (Round 2)
KZN,DOH,One way,Turkish Airlines,07:20,00:45,17.42,2,1249,4417.5,,Boeing 737 | Airbus A321neo,1,IST (465m),Found on 2026-04-18 (Round 2)
KZN,ELQ,One way,Etihad,13:30,09:00,19.5,3,468,3738.67,,Airbus A320,1,AUH (725m),Found on 2026-04-19 (Round 2)
KZN,JED,One way,Turkish Airlines,07:20,18:20,11.0,3,1020,1135.33,,Boeing 737 | Boeing 737MAX 8 Passenger,1,IST (105m),Found on 2026-04-18 (Round 2)
KZN,KWI,One way,Turkish Airlines,07:20,00:45,17.42,3,1013,3334.33,,Boeing 737 | Airbus A321neo,1,IST (505m),Found on 2026-04-18 (Round 2)
KZN,MCT,One way,Turkish Airlines,07:20,00:25,16.08,3,903,3002,,Boeing 737 | Airbus A321neo,1,IST (345m),Found on 2026-04-18 (Round 2)
KZN,RUH,One way,flydubai,05:20,20:15,14.92,5,711,3832.2,,Boeing 737 | Boeing 737MAX 8 Passenger,1,DXB (470m),Found on 2026-04-18 (Round 2)
KZN,MEL,One way,flydubai | Emirates,05:20,16:40,28.33,3,1712,3858.33,,Boeing 737 | Boeing 777,1,DXB (445m),Found on 2026-04-18 (Round 2)
KZN,SYD,One way,flydubai | Emirates,05:20,17:30,29.17,3,1698,1867.33,,Boeing 737 | Airbus A380,1,DXB (470m),Found on 2026-04-18 (Round 2)
KZN,PKX,One way,Etihad,13:30,09:00,14.5,2,898,898,,Airbus A320 | Boeing 787,1,AUH (60m),Found on 2026-04-19 (Round 2)
KZN,PVG,One way,flydubai | Emirates,05:20,15:30,29.17,2,1062,1543.5,,Boeing 737 | Airbus A380,1,DXB (805m),Found on 2026-04-18 (Round 2)
KZN,ADD,One way,Turkish Airlines | Ethiopian,07:20,05:30,22.17,3,889,1307.67,,Boeing 737 | Boeing 737MAX 8 Passenger,1,IST (685m),Found on 2026-04-18 (Round 2)
KZN,HKG,One way,flydubai | Emirates,05:20,14:40,28.33,4,945,1630.75,,Boeing 737 | Boeing 777,1,DXB (805m),Found on 2026-04-18 (Round 2)
KZN,CGK,One way,flydubai | Emirates,05:20,15:30,30.17,2,1418,1561.5,,Boeing 737 | Boeing 777,1,DXB (860m),Found on 2026-04-18 (Round 2)
KZN,KNO,One way,flydubai | Emirates | Malaysia Airlines,05:20,15:00,29.67,2,1178,1606.5,,Boeing 737 | Boeing 777,2,DXB (445m) | KUL (380m),Found on 2026-04-18 (Round 2)
KZN,AMD,One way,flydubai | Emirates,05:20,03:05,19.25,2,923,1100,,Boeing 737 | Airbus A350,1,DXB (540m),Found on 2026-04-18 (Round 2)
KZN,BLR,One way,flydubai | Emirates,05:20,02:50,19.0,3,1026,3221.33,,Boeing 737 | Airbus A380,1,DXB (445m),Found on 2026-04-18 (Round 2)
KZN,BOM,One way,Turkish Airlines,07:20,05:15,19.42,5,936,2284.4,,Boeing 737 | Boeing 777,1,IST (450m),Found on 2026-04-18 (Round 2)
KZN,CCJ,One way,Etihad,13:30,02:55,10.92,2,355,425.5,,Airbus A320 | Airbus A321,1,AUH (90m),Found on 2026-04-19 (Round 2)
KZN,CCU,One way,flydubai | Emirates,05:20,08:10,24.33,2,954,971,,Boeing 737 | Boeing 777,1,DXB (735m),Found on 2026-04-18 (Round 2)
KZN,COK,One way,flydubai | Emirates,05:20,02:55,19.08,3,961,3083,,Boeing 737 | Boeing 777,1,DXB (455m),Found on 2026-04-18 (Round 2)
KZN,DEL,One way,Air Arabia,23:50,18:05,15.75,6,370,3000.83,,Airbus A320,1,SHJ (445m),Found on 2026-04-18 (Round 2)
KZN,JAI,One way,flydubai | Emirates | Air India,05:20,12:55,29.08,3,3270,3270,,Boeing 737 | Boeing 777 | Airbus A320neo,2,DXB (130m) | BOM (845m),Found on 2026-04-18 (Round 2)
KZN,MAA,One way,flydubai | Emirates,05:20,02:30,18.67,2,954,4125.5,,Boeing 737 | Boeing 777,1,DXB (430m),Found on 2026-04-18 (Round 2)
KZN,TRV,One way,flydubai | Emirates,05:20,03:10,19.33,2,1155,4301,,Boeing 737 | Boeing 777,1,DXB (455m),Found on 2026-04-18 (Round 2)
KZN,NRT,One way,flydubai | Emirates,05:20,17:35,30.25,5,1369,2018.8,,Boeing 737 | Airbus A380,1,DXB (770m),Found on 2026-04-18 (Round 2)
KZN,NBO,One way,Turkish Airlines,07:20,01:25,18.08,3,964,3013,,Boeing 737 | Airbus A330,1,IST (355m),Found on 2026-04-18 (Round 2)
KZN,KTI,One way,flydubai | Emirates,05:20,16:40,31.33,3,1065,1708,,Boeing 737 | Boeing 777,2,DXB (750m) | SIN (95m),Found on 2026-04-18 (Round 2)
KZN,ICN,One way,flydubai | Emirates,05:20,17:00,29.67,2,1102,2471,,Boeing 737 | Airbus A380,1,DXB (830m),Found on 2026-04-18 (Round 2)
KZN,CMB,One way,flydubai | Emirates,05:20,22:10,14.33,4,1085,3096.75,,Boeing 737 | Boeing 777,1,DXB (140m),Found on 2026-04-18 (Round 2)
KZN,CMN,One way,flydubai | Emirates,05:20,12:55,33.58,2,1206,1368,,Boeing 737 | Airbus A380,1,DXB (1060m),Found on 2026-04-18 (Round 2)
KZN,KUL,One way,flydubai | Emirates,05:20,08:35,22.25,6,961,1669.33,,Boeing 737 | Boeing 777,1,DXB (445m),Found on 2026-04-18 (Round 2)
KZN,MNL,One way,flydubai | Emirates,05:20,05:55,19.58,2,1324,2041.5,,Boeing 737 | Boeing 777,1,DXB (210m),Found on 2026-04-18 (Round 2)
KZN,ISB,One way,flydubai | Emirates,05:20,01:15,17.92,6,1152,1315.83,,Boeing 737 | Boeing 777,1,DXB (435m),Found on 2026-04-18 (Round 2)
KZN,KHI,One way,Turkish Airlines,07:20,04:20,19.0,4,1255,2759,,Boeing 737 | Airbus A330,1,IST (500m),Found on 2026-04-18 (Round 2)
KZN,LHE,One way,Turkish Airlines,07:20,04:05,18.75,6,1054,1287.67,,Boeing 737 | Airbus A330,1,IST (465m),Found on 2026-04-18 (Round 2)
KZN,PEW,One way,flydubai | Emirates | Etihad,05:20,06:50,23.5,3,3404,5750.67,,Boeing 737 | Boeing 777 | Boeing 787 | Airbus A320,3,DXB (130m) | BOM (145m) | AUH (120m),Found on 2026-04-18 (Round 2)
KZN,MED,One way,Turkish Airlines,07:20,04:25,21.08,4,1046,1198.25,,Boeing 737 | Airbus A321neo,1,IST (730m),Found on 2026-04-18 (Round 2)
KZN,SIN,One way,flydubai | Emirates,05:20,08:35,22.25,3,1054,1215,,Boeing 737 | Airbus A380,1,DXB (430m),Found on 2026-04-18 (Round 2)
KZN,BKK,One way,flydubai | Emirates,05:20,07:35,22.25,3,884,1313.67,,Boeing 737 | Airbus A380,1,DXB (520m),Found on 2026-04-18 (Round 2)
KZN,CNX,One way,flydubai | Emirates | Bangkok Airways,05:20,11:15,25.92,1,955,955,,Boeing 737 | Airbus A380 | Airbus A319,2,DXB (520m) | BKK (140m),Found on 2026-04-18 (Round 2)
KZN,HKT,One way,flydubai | Emirates | Bangkok Airways,05:20,14:05,28.75,7,974,2150,,Boeing 737 | Airbus A380 | Airbus A320,2,DXB (520m) | BKK (300m),Found on 2026-04-18 (Round 2)
KZN,KBV,One way,flydubai | Emirates | Bangkok Airways,05:20,08:45,47.42,2,978,978,,Boeing 737 | Boeing 777 | Airbus A319,2,DXB (1150m) | BKK (780m),Found on 2026-04-18 (Round 2)
KZN,TPE,One way,flydubai | Emirates,05:20,16:10,29.83,2,1161,1391.5,,Boeing 737 | Airbus A380,1,DXB (835m),Found on 2026-04-18 (Round 2)
KZN,HAN,One way,flydubai | Emirates,05:20,13:15,27.92,2,1301,1539,,Boeing 737 | Boeing 777,1,DXB (820m),Found on 2026-04-18 (Round 2)
KZN,JNB,One way,flydubai | Emirates,05:20,05:30,25.17,2,1039,1161,,Boeing 737 | Boeing 777,1,DXB (570m),Found on 2026-04-18 (Round 2)
KZN,LHR,One way,flydubai | Emirates,05:20,16:10,36.83,3,756,987.67,,Boeing 737 | Airbus A380,1,DXB (1295m),Found on 2026-04-18 (Round 2)
KZN,MAN,One way,flydubai | Emirates,05:20,07:45,28.42,2,879,1153,,Boeing 737 | Airbus A380,1,DXB (790m),Found on 2026-04-18 (Round 2)
KZN,KRK,One way,flydubai,05:20,22:50,18.5,1,881,881,,Boeing 737 | Boeing 737MAX 8 Passenger,1,DXB (180m),Found on 2026-04-18 (Round 2)
KZN,AGP,One way,Turkish Airlines,07:20,10:50,28.5,2,773,1309.5,,Boeing 737 | Airbus A321neo,1,IST (1110m),Found on 2026-04-18 (Round 2)
KZN,AMM,One way,Turkish Airlines,07:20,23:55,16.58,3,727,995,,Boeing 737 | Airbus A321neo,1,IST (525m),Found on 2026-04-18 (Round 2)
KZN,AMS,One way,flydubai | Emirates,05:20,13:15,32.92,4,845,1079.25,,Boeing 737 | Airbus A380,1,DXB (1240m),Found on 2026-04-18 (Round 2)
KZN,ATH,One way,Turkish Airlines,07:20,20:30,13.17,2,1133,1789,,Boeing 737 | Boeing 777,1,IST (370m),Found on 2026-04-18 (Round 2)
KZN,ATL,One way,flydubai | Emirates | United,05:20,21:28,47.13,2,1918,1984.5,,Boeing 737 | Boeing 777,2,DXB (1205m) | ORD (153m),Found on 2026-04-18 (Round 2)
KZN,BCN,One way,flydubai | Emirates,05:20,08:35,28.25,2,952,1166,,Boeing 737 | Boeing 777,1,DXB (815m),Found on 2026-04-18 (Round 2)
KZN,BEY,One way,Turkish Airlines,07:20,20:40,13.33,3,787,1060.67,,Boeing 737 | Airbus A350,1,IST (360m),Found on 2026-04-18 (Round 2)
KZN,BOS,One way,flydubai | Emirates,05:20,14:10,39.83,2,1630,1775,,Boeing 737 | Boeing 777,1,DXB (1110m),Found on 2026-04-18 (Round 2)
KZN,BRU,One way,Turkish Airlines,07:20,21:25,15.08,3,1101,1309.33,,Boeing 737 | Airbus A321neo,1,IST (365m),Found on 2026-04-18 (Round 2)
KZN,CAI,One way,Turkish Airlines,07:20,19:50,13.5,2,1161,1251.5,,Boeing 737 | Airbus A321neo,1,IST (340m),Found on 2026-04-18 (Round 2)
KZN,CDG,One way,flydubai | Emirates,05:20,09:20,29.0,2,1116,1280.5,,Boeing 737 | Airbus A380,1,DXB (850m),Found on 2026-04-18 (Round 2)
KZN,CLT,One way,Etihad,13:30,10:45,28.25,1,1838,1838,,Airbus A320 | Airbus A350,1,AUH (465m),Found on 2026-04-19 (Round 2)
KZN,CPH,One way,flydubai | Emirates,05:20,13:15,32.92,2,831,953,,Boeing 737 | Airbus A380,1,DXB (1110m),Found on 2026-04-18 (Round 2)
KZN,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
KZN,DUB,One way,Turkish Airlines,07:20,23:05,17.75,2,1223,1238,,Boeing 737 | Boeing 737MAX 9 Passenger,1,IST (465m),Found on 2026-04-18 (Round 2)
KZN,DUS,One way,flydubai | Emirates,05:20,19:15,38.92,3,821,925.67,,Boeing 737 | Boeing 777,1,DXB (1475m),Found on 2026-04-18 (Round 2)
KZN,DPS,One way,flydubai | Emirates | Batik Air,05:20,17:00,30.67,9,1062,1438.11,,Boeing 737 | Boeing 777,2,DXB (445m) | KUL (325m),Found on 2026-04-18 (Round 2)
KZN,FCO,One way,flydubai | Emirates,05:20,08:00,27.67,2,890,1129,,Boeing 737 | Airbus A350,1,DXB (840m),Found on 2026-04-18 (Round 2)
KZN,FRA,One way,flydubai | Emirates,05:20,08:50,28.5,3,789,994,,Boeing 737 | Boeing 777,1,DXB (980m),Found on 2026-04-18 (Round 2)
KZN,GVA,One way,flydubai | Emirates,05:20,13:15,32.92,2,1394,1688.5,,Boeing 737 | Boeing 777,1,DXB (1120m),Found on 2026-04-18 (Round 2)
KZN,HYD,One way,flydubai,05:20,02:05,18.25,2,946,946,,Boeing 737,1,DXB (425m),Found on 2026-04-18 (Round 2)
KZN,IAD,One way,flydubai | Emirates,05:20,08:40,34.33,2,1630,1781,,Boeing 737 | Airbus A380,1,DXB (750m),Found on 2026-04-18 (Round 2)
KZN,IST,One way,Turkish Airlines,07:20,12:45,5.42,2,459,692.5,,Boeing 737,0,Direct,Found on 2026-04-18 (Round 2)
KZN,JFK,One way,flydubai | Emirates,05:20,08:50,34.5,2,1626,1940,,Boeing 737 | Airbus A380,1,DXB (780m),Found on 2026-04-18 (Round 2)
KZN,JMK,One way,flydubai | Emirates | Aegean,05:20,17:05,35.75,1,2084,2084,,Boeing 737 | Boeing 777 | Airbus A320,2,DXB (1260m) | ATH (80m),Found on 2026-04-18 (Round 2)
KZN,JTR,One way,flydubai | Emirates | Aegean,05:20,18:00,36.67,1,2095,2095,,Boeing 737 | Boeing 777 | Airbus A320,2,DXB (1260m) | ATH (130m),Found on 2026-04-18 (Round 2)
KZN,KIX,One way,flydubai | Emirates,05:20,17:15,29.92,2,1357,1774.5,,Boeing 737 | Airbus A380,1,DXB (790m),Found on 2026-04-18 (Round 2)
KZN,LIS,One way,flydubai | Emirates,05:20,12:35,33.25,2,991,1117,,Boeing 737 | Boeing 777,1,DXB (1055m),Found on 2026-04-18 (Round 2)
KZN,MAD,One way,flydubai | Emirates,05:20,13:30,33.17,2,950,1165,,Boeing 737 | Airbus A380,1,DXB (1075m),Found on 2026-04-18 (Round 2)
KZN,MLE,One way,flydubai,05:20,07:15,23.92,5,1032,2603.8,,Boeing 737 | Boeing 737MAX 8 Passenger,1,DXB (725m),Found on 2026-04-18 (Round 2)
KZN,MUC,One way,flydubai | Emirates,05:20,13:15,32.92,3,823,1102.67,,Boeing 737 | Airbus A380,1,DXB (1140m),Found on 2026-04-18 (Round 2)
KZN,MXP,One way,flydubai | Emirates,05:20,04:55,24.58,2,899,1133.5,,Boeing 737 | Boeing 777,1,DXB (625m),Found on 2026-04-18 (Round 2)
KZN,NCE,One way,flydubai | Emirates,05:20,13:30,33.17,2,1112,1360,,Boeing 737 | Airbus A380,1,DXB (1130m),Found on 2026-04-18 (Round 2)
KZN,ORD,One way,flydubai | Emirates,05:20,15:45,42.42,2,1630,1775,,Boeing 737 | Boeing 777,1,DXB (1205m),Found on 2026-04-18 (Round 2)
KZN,PRG,One way,Turkish Airlines,07:20,18:25,12.08,3,799,1485,,Boeing 737 | Airbus A321 (Sharklets),1,IST (240m),Found on 2026-04-18 (Round 2)
KZN,SEZ,One way,flydubai | Emirates,05:20,06:50,24.5,3,1055,3817.67,,Boeing 737 | Boeing 777,1,DXB (745m),Found on 2026-04-18 (Round 2)
KZN,SLL,One way,Etihad | Oman Air,13:30,10:20,19.83,3,470,543,,Airbus A320 | Boeing 737,2,AUH (55m) | MCT (645m),Found on 2026-04-19 (Round 2)
KZN,TLV,One way,Turkish Airlines | Etihad,07:20,00:15,40.92,3,7304,7412,,Boeing 737 | Airbus A321 | Airbus A320,2,IST (1505m) | AUH (145m),Found on 2026-04-18 (Round 2)
KZN,TUN,One way,flydubai | Emirates,05:20,11:55,32.58,2,1219,1353,,Boeing 737 | Airbus A350,1,DXB (1130m),Found on 2026-04-18 (Round 2)
KZN,VIE,One way,Turkish Airlines,07:20,18:15,11.92,2,1343,1368.5,,Boeing 737 | Airbus A321 (Sharklets),1,IST (255m),Found on 2026-04-18 (Round 2)
KZN,YYZ,One way,flydubai | Emirates | Air Canada,05:20,18:33,44.22,5,1773,2798.8,,Boeing 737 | Boeing 777 | Embraer 175,2,DXB (1255m) | BOS (145m),Found on 2026-04-18 (Round 2)
KZN,WAW,One way,Turkish Airlines,07:20,18:15,11.92,4,1074,1296.75,,Boeing 737,1,IST (245m),Found on 2026-04-18 (Round 2)
KZN,ZRH,One way,flydubai | Emirates,05:20,13:20,33.0,2,1641,1887.5,,Boeing 737 | Airbus A380,1,DXB (1130m),Found on 2026-04-18 (Round 2)
KZN,OTP,One way,flydubai,05:20,01:20,20.0,2,853,856,,Boeing 737 | Boeing 737MAX 8 Passenger,1,DXB (300m),Found on 2026-04-18 (Round 2)
KZN,DAM,One way,Turkish Airlines,07:20,09:25,26.08,1,786,786,,Boeing 737 | Boeing 777,1,IST (1110m),Found on 2026-04-18 (Round 2)
KZN,PMI,One way,flydubai | Emirates | Condor,05:20,16:55,36.58,2,1258,1320,,Boeing 737 | Airbus A380 | Airbus A321 (Sharklets),2,DXB (1120m) | DUS (65m),Found on 2026-04-18 (Round 2)
KZN,ZNZ,One way,Turkish Airlines | Ethiopian,07:20,11:00,27.67,2,962,990,,Boeing 737 | Boeing 737MAX 8 Passenger | Airbus A350,2,IST (685m) | ADD (175m),Found on 2026-04-18 (Round 2)
KZN,KBL,One way,Turkish Airlines,07:20,07:20,22.5,1,951,951,,Boeing 737 | Airbus A330,1,IST (740m),Found on 2026-04-18 (Round 2)
KZN,LUX,One way,Turkish Airlines,07:20,17:40,11.33,1,1100,1100,,Boeing 737,1,IST (160m),Found on 2026-04-18 (Round 2)
KZN,YYC,One way,flydubai | Emirates | Air Canada,05:20,14:13,41.88,2,2839,2839,,Boeing 737 | Airbus A380 | Airbus A320,2,DXB (820m) | YYZ (150m),Found on 2026-04-18 (Round 2)
LED,AUH,One way,Etihad,11:40,19:00,6.33,1,466,466,,Airbus A321neo,0,Direct,Found on 2026-04-18
LED,BKK,One way,Etihad,11:40,06:15,14.58,1,460,460,,Airbus A321neo | Boeing 787,1,AUH (100m),Found on 2026-04-18
LED,CMB,One way,Etihad,11:40,08:35,18.42,2,455,473.5,,Airbus A321neo | Airbus A321,1,AUH (445m),Found on 2026-04-18
LED,JNB,One way,Etihad,11:40,08:15,21.58,1,448,448,,Airbus A321neo | Boeing 787,1,AUH (425m),Found on 2026-04-18
LED,MLE,One way,Etihad,11:40,05:15,15.58,1,432,432,,Airbus A321neo | Boeing 787,1,AUH (295m),Found on 2026-04-18
